ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4
457,95000,7,2.5,29.1,20,152.07,6,220,480,300,9600,45621,3041.4,400,230400,90000,23125.2849,8000,110592000,27000000,3516662.075,160000,53084160000,8100000000,534778801.7
458,95000,7,2.5,29.1,50,112.64,4,120,525,480,26250,54067.2,5632,2500,275625,230400,12687.7696,125000,144703125,110592000,1429150.368,6250000,75969140625,53084160000,160979497.4
459,95000,6,2.5,29.1,40,177.19,4,140,645,400,25800,70876,7087.6,1600,416025,160000,31396.2961,64000,268336125,64000000,5563109.706,2560000,1.73E+11,25600000000,985727408.8
460,95000,7,2.5,29.1,30,159.15,2,180,480,300,14400,47745,4774.5,900,230400,90000,25328.7225,27000,110592000,27000000,4031066.186,810000,53084160000,8100000000,641544183.5
461,95000,6,2.5,29.1,40,97.59,2,140,765,280,30600,27325.2,3903.6,1600,585225,78400,9523.8081,64000,447697125,21952000,929428.4325,2560000,3.42E+11,6146560000,90702920.73
462,90000,9,2.5,29.1,20,80.06,3,200,360,410,7200,32824.6,1601.2,400,129600,168100,6409.6036,8000,46656000,68921000,513152.8642,160000,16796160000,28257610000,41083018.31
463,45000,6,2.5,29.1,40,70.01,1,140,810,550,32400,38505.5,2800.4,1600,656100,302500,4901.4001,64000,531441000,166375000,343147.021,2560000,4.30E+11,91506250000,24023722.94
464,85000,9,2.5,29.1,50,183.13,4,200,285,330,14250,60432.9,9156.5,2500,81225,108900,33536.5969,125000,23149125,35937000,6141556.99,6250000,6597500625,11859210000,1124703332
465,105000,7,2.5,29.1,20,116.71,4,200,525,480,10500,56020.8,2334.2,400,275625,230400,13621.2241,8000,144703125,110592000,1589733.065,160000,75969140625,53084160000,185537746
466,105000,6,2.5,29.1,20,86.05,5,220,765,280,15300,24094,1721,400,585225,78400,7404.6025,8000,447697125,21952000,637166.0451,160000,3.42E+11,6146560000,54828138.18
467,95000,9,2.5,29.1,20,46.53,3,200,405,450,8100,20938.5,930.6,400,164025,202500,2165.0409,8000,66430125,91125000,100739.3531,160000,26904200625,41006250000,4687402.099
468,65000,8,2.5,29.1,40,52.33,3,160,480,300,19200,15699,2093.2,1600,230400,90000,2738.4289,64000,110592000,27000000,143301.9843,2560000,53084160000,8100000000,7498992.84
469,65000,8,2.5,29.1,40,70.72,4,160,480,300,19200,21216,2828.8,1600,230400,90000,5001.3184,64000,110592000,27000000,353693.2372,2560000,53084160000,8100000000,25013185.74
470,50000,7,2.5,29.1,50,67.12,3,120,645,400,32250,26848,3356,2500,416025,160000,4505.0944,125000,268336125,64000000,302381.9361,6250000,1.73E+11,25600000000,20295875.55
471,70000,8,2.5,29.1,40,141.82,4,160,360,410,14400,58146.2,5672.8,1600,129600,168100,20112.9124,64000,46656000,68921000,2852413.237,2560000,16796160000,28257610000,404529245.2
472,80000,7,2.5,29.1,30,211.68,8,180,450,500,13500,105840,6350.4,900,202500,250000,44808.4224,27000,91125000,125000000,9485046.854,810000,41006250000,62500000000,2007794718
473,85000,7,2.5,29.1,20,221.62,10,180,450,500,9000,110810,4432.4,400,202500,250000,49115.4244,8000,91125000,125000000,10884960.36,160000,41006250000,62500000000,2412324914
474,95000,9,2.5,29.1,20,155.08,6,200,330,380,6600,58930.4,3101.6,400,108900,144400,24049.8064,8000,35937000,54872000,3729643.977,160000,11859210000,20851360000,578393187.9
475,75000,7,2.5,29.1,30,248.6,11,180,450,500,13500,124300,7458,900,202500,250000,61801.96,27000,91125000,125000000,15363967.26,810000,41006250000,62500000000,3819482260
476,50000,7,2.5,29.1,50,260.95,10,120,450,500,22500,130475,13047.5,2500,202500,250000,68094.9025,125000,91125000,125000000,17769364.81,6250000,41006250000,62500000000,4636915746
477,80000,7,2.5,29.1,30,297.67,10,180,405,450,12150,133951.5,8930.1,900,164025,202500,88607.4289,27000,66430125,91125000,26375773.36,810000,26904200625,41006250000,7851276456
478,45000,6,2.5,29.1,35,368.4,15,140,360,410,12600,151044,12894,1225,129600,168100,135718.56,42875,46656000,68921000,49998717.5,1500625,16796160000,28257610000,18419527528
479,80000,7,2.5,29.1,30,315.36,11,180,285,330,8550,104068.8,9460.8,900,81225,108900,99451.9296,27000,23149125,35937000,31363160.52,810000,6597500625,11859210000,9890686301
480,85000,9,2.5,29.1,20,346.99,9,220,165,210,3300,72867.9,6939.8,400,27225,44100,120402.0601,8000,4492125,9261000,41778310.83,160000,741200625,1944810000,14496656076
481,100000,7,2.5,29.1,20,317.16,10,220,240,290,4800,91976.4,6343.2,400,57600,84100,100590.4656,8000,13824000,24389000,31903272.07,160000,3317760000,7072810000,10118441770
482,105000,6,2.5,29.1,20,409.42,6,200,240,290,4800,118731.8,8188.4,400,57600,84100,167624.7364,8000,13824000,24389000,68628919.58,160000,3317760000,7072810000,28098052253
483,60000,6,2.5,29.1,40,461.86,7,140,210,260,8400,120083.6,18474.4,1600,44100,67600,213314.6596,64000,9261000,17576000,98521508.68,2560000,1944810000,4569760000,45503144000
484,105000,9,2.5,29.1,20,371.01,12,200,120,170,2400,63071.7,7420.2,400,14400,28900,137648.4201,8000,1728000,4913000,51068940.34,160000,207360000,835210000,18947087556
485,40000,7,2.5,29.1,35,398.42,12,100,240,290,8400,115541.8,13944.7,1225,57600,84100,158738.4964,42875,13824000,24389000,63244591.74,1500625,3317760000,7072810000,25197910239
486,55000,6,2.5,29.1,40,463.79,9,140,210,260,8400,120585.4,18551.6,1600,44100,67600,215101.1641,64000,9261000,17576000,99761768.9,2560000,1944810000,4569760000,46268510797
487,55000,7,2.5,29.1,30,308.15,12,180,285,330,8550,101689.5,9244.5,900,81225,108900,94956.4225,27000,23149125,35937000,29260821.59,810000,6597500625,11859210000,9016722174
488,55000,8,2.5,29.1,40,337.38,11,160,210,260,8400,87718.8,13495.2,1600,44100,67600,113825.2644,64000,9261000,17576000,38402367.7,2560000,1944810000,4569760000,12956190816
489,55000,7,2.5,29.1,50,324.49,9,120,240,290,12000,94102.1,16224.5,2500,57600,84100,105293.7601,125000,13824000,24389000,34166772.21,6250000,3317760000,7072810000,11086775916
490,55000,9,2.5,29.1,20,270.65,7,200,240,290,4800,78488.5,5413,400,57600,84100,73251.4225,8000,13824000,24389000,19825497.5,160000,3317760000,7072810000,5365770898
491,55000,9,2.5,29.1,20,180.23,7,200,285,330,5700,59475.9,3604.6,400,81225,108900,32482.8529,8000,23149125,35937000,5854384.578,160000,6597500625,11859210000,1055135733
492,55000,9,2.5,29.1,20,391.76,6,200,165,210,3300,82269.6,7835.2,400,27225,44100,153475.8976,8000,4492125,9261000,60125717.64,160000,741200625,1944810000,23554851144
493,75000,7,2.5,29.1,30,322.41,6,180,285,330,8550,106395.3,9672.3,900,81225,108900,103948.2081,27000,23149125,35937000,33513941.77,810000,6597500625,11859210000,10805229967
494,55000,6,2.5,29.1,40,337,4,140,360,410,14400,138170,13480,1600,129600,168100,113569,64000,46656000,68921000,38272753,2560000,16796160000,28257610000,12897917761
495,85000,9,2.5,29.1,35,319.9,3,200,165,210,5775,67179,11196.5,1225,27225,44100,102336.01,42875,4492125,9261000,32737289.6,1500625,741200625,1944810000,10472658943
496,90000,9,2.5,29.1,20,253.51,3,200,285,330,5700,83658.3,5070.2,400,81225,108900,64267.3201,8000,23149125,35937000,16292408.32,160000,6597500625,11859210000,4130288433
497,90000,9,2.5,29.1,20,229.11,4,220,285,330,5700,75606.3,4582.2,400,81225,108900,52491.3921,8000,23149125,35937000,12026302.84,160000,6597500625,11859210000,2755346245
498,90000,7,2.5,29.1,30,177.55,5,180,480,300,14400,53265,5326.5,900,230400,90000,31524.0025,27000,110592000,27000000,5597086.644,810000,53084160000,8100000000,993762733.6
499,90000,7,2.5,29.1,50,106.47,3,120,525,480,26250,51105.6,5323.5,2500,275625,230400,11335.8609,125000,144703125,110592000,1206929.11,6250000,75969140625,53084160000,128501742.3
500,90000,9,2.5,29.1,20,77.01,4,200,360,410,7200,31574.1,1540.2,400,129600,168100,5930.5401,8000,46656000,68921000,456710.8931,160000,16796160000,28257610000,35171305.88
501,105000,7,2.5,29.1,30,87.09,0,180,570,280,17100,24385.2,2612.7,900,324900,78400,7584.6681,27000,185193000,21952000,660548.7448,810000,1.06E+11,6146560000,57527190.19
502,80000,9,2.5,29.1,20,202.25,5,220,240,290,4800,58652.5,4045,400,57600,84100,40905.0625,8000,13824000,24389000,8273048.891,160000,3317760000,7072810000,1673224138
503,60000,6,2.5,29.1,40,303.64,11,140,360,410,14400,124492.4,12145.6,1600,129600,168100,92197.2496,64000,46656000,68921000,27994772.87,2560000,16796160000,28257610000,8500332834
504,100000,6,2.5,29.1,20,241.25,11,220,600,450,12000,108562.5,4825,400,360000,202500,58201.5625,8000,216000000,91125000,14041126.95,160000,1.30E+11,41006250000,3387421877
505,100000,7,2.5,29.1,20,116.1,0,220,480,300,9600,34830,2322,400,230400,90000,13479.21,8000,110592000,27000000,1564936.281,160000,53084160000,8100000000,181689102.2
506,50000,7,2.5,29.1,50,142.04,2,120,480,300,24000,42612,7102,2500,230400,90000,20175.3616,125000,110592000,27000000,2865708.362,6250000,53084160000,8100000000,407045215.7
507,70000,8,2.5,29.1,40,160.8,5,160,360,410,14400,65928,6432,1600,129600,168100,25856.64,64000,46656000,68921000,4157747.712,2560000,16796160000,28257610000,668565832.1
508,55000,6,2.5,29.1,40,169.12,2,140,600,450,24000,76104,6764.8,1600,360000,202500,28601.5744,64000,216000000,91125000,4837098.263,2560000,1.30E+11,41006250000,818050058.2
509,55000,8,2.5,29.1,40,115.69,5,160,360,410,14400,47432.9,4627.6,1600,129600,168100,13384.1761,64000,46656000,68921000,1548415.333,2560000,16796160000,28257610000,179136169.9
510,80000,7,2.5,29.1,30,126.15,3,180,480,300,14400,37845,3784.5,900,230400,90000,15913.8225,27000,110592000,27000000,2007528.708,810000,53084160000,8100000000,253249746.6
511,90000,9,2.5,29.1,20,213.46,16,200,285,330,5700,70441.8,4269.2,400,81225,108900,45565.1716,8000,23149125,35937000,9726341.53,160000,6597500625,11859210000,2076184863
512,75000,7,2.5,29.1,30,104,3,180,480,300,14400,31200,3120,900,230400,90000,10816,27000,110592000,27000000,1124864,810000,53084160000,8100000000,116985856
513,75000,7,2.5,29.1,30,212.21,16,180,450,500,13500,106105,6366.3,900,202500,250000,45033.0841,27000,91125000,125000000,9556470.777,810000,41006250000,62500000000,2027978664
514,95000,7,2.5,29.1,30,76.69,0,180,525,480,15750,36811.2,2300.7,900,275625,230400,5881.3561,27000,144703125,110592000,451041.1993,810000,75969140625,53084160000,34590349.58
515,55000,6,2.5,29.1,40,99.01,0,140,690,500,27600,49505,3960.4,1600,476100,250000,9802.9801,64000,328509000,125000000,970593.0597,2560000,2.27E+11,62500000000,96098418.84
516,85000,9,2.5,29.1,20,260,2,200,285,330,5700,85800,5200,400,81225,108900,67600,8000,23149125,35937000,17576000,160000,6597500625,11859210000,4569760000
517,70000,8,2.5,29.1,40,46.01,4,160,480,300,19200,13803,1840.4,1600,230400,90000,2116.9201,64000,110592000,27000000,97399.4938,2560000,53084160000,8100000000,4481350.71
518,70000,8,2.5,29.1,40,105.91,9,160,360,410,14400,43423.1,4236.4,1600,129600,168100,11216.9281,64000,46656000,68921000,1187984.855,2560000,16796160000,28257610000,125819476
519,90000,9,2.5,29.1,20,129.99,4,200,285,330,5700,42896.7,2599.8,400,81225,108900,16897.4001,8000,23149125,35937000,2196493.039,160000,6597500625,11859210000,285522130.1
520,50000,6,2.5,29.1,40,151.17,2,140,600,450,24000,68026.5,6046.8,1600,360000,202500,22852.3689,64000,216000000,91125000,3454592.607,2560000,1.30E+11,41006250000,522230764.3
521,55000,7,2.5,29.1,40,78.6,2,140,570,280,22800,22008,3144,1600,324900,78400,6177.96,64000,185193000,21952000,485587.656,2560000,1.06E+11,6146560000,38167189.76
522,95000,9,2.5,29.1,20,148.5,1,200,285,330,5700,49005,2970,400,81225,108900,22052.25,8000,23149125,35937000,3274759.125,160000,6597500625,11859210000,486301730.1
523,80000,7,2.5,29.1,30,158.9,6,180,450,500,13500,79450,4767,900,202500,250000,25249.21,27000,91125000,125000000,4012099.469,810000,41006250000,62500000000,637522605.6
524,95000,9,2.5,29.1,20,208.24,11,200,240,290,4800,60389.6,4164.8,400,57600,84100,43363.8976,8000,13824000,24389000,9030098.036,160000,3317760000,7072810000,1880427615
525,55000,6,2.5,29.1,40,99.41,0,140,720,380,28800,37775.8,3976.4,1600,518400,144400,9882.3481,64000,373248000,54872000,982404.2246,2560000,2.69E+11,20851360000,97660803.97
526,40000,7,2.5,29.1,60,160.25,0,100,450,500,27000,80125,9615,3600,202500,250000,25680.0625,216000,91125000,125000000,4115230.016,12960000,41006250000,62500000000,659465610
527,105000,9,2.5,29.1,20,220.51,5,200,240,290,4800,63947.9,4410.2,400,57600,84100,48624.6601,8000,13824000,24389000,10722223.8,160000,3317760000,7072810000,2364357570
528,90000,9,2.5,29.1,20,149.91,3,200,285,330,5700,49470.3,2998.2,400,81225,108900,22473.0081,8000,23149125,35937000,3368928.644,160000,6597500625,11859210000,505036093.1
529,40000,7,2.5,29.1,60,78.23,1,100,570,280,34200,21904.4,4693.8,3600,324900,78400,6119.9329,216000,185193000,21952000,478762.3508,12960000,1.06E+11,6146560000,37453578.7
530,100000,9,2.5,29.1,35,47.17,1,220,405,450,14175,21226.5,1650.95,1225,164025,202500,2225.0089,42875,66430125,91125000,104953.6698,1500625,26904200625,41006250000,4950664.605
531,65000,8,2.5,29.1,40,147.96,3,160,330,380,13200,56224.8,5918.4,1600,108900,144400,21892.1616,64000,35937000,54872000,3239164.23,2560000,11859210000,20851360000,479266739.5
532,65000,8,2.5,29.1,40,87.37,5,140,450,500,18000,43685,3494.8,1600,202500,250000,7633.5169,64000,91125000,125000000,666940.3716,2560000,41006250000,62500000000,58270580.26
533,65000,6,2.5,29.1,20,89.27,1,200,765,280,15300,24995.6,1785.4,400,585225,78400,7969.1329,8000,447697125,21952000,711404.494,160000,3.42E+11,6146560000,63507079.18
534,65000,7,2.5,29.1,30,208.89,6,180,405,450,12150,94000.5,6266.7,900,164025,202500,43635.0321,27000,66430125,91125000,9114921.855,810000,26904200625,41006250000,1904016026
535,65000,9,2.5,29.1,50,213.78,4,200,240,290,12000,61996.2,10689,2500,57600,84100,45701.8884,125000,13824000,24389000,9770149.702,6250000,3317760000,7072810000,2088662603
536,80000,7,2.5,29.1,30,229.31,6,180,360,410,10800,94017.1,6879.3,900,129600,168100,52583.0761,27000,46656000,68921000,12057825.18,810000,16796160000,28257610000,2764979892
537,90000,9,2.5,29.1,20,152.74,3,200,285,330,5700,50404.2,3054.8,400,81225,108900,23329.5076,8000,23149125,35937000,3563348.991,160000,6597500625,11859210000,544265924.9
538,95000,9,2.5,29.1,20,185.98,2,200,240,290,4800,53934.2,3719.6,400,57600,84100,34588.5604,8000,13824000,24389000,6432780.463,160000,3317760000,7072810000,1196368511
539,100000,7,2.5,29.1,20,143.68,2,220,450,500,9000,71840,2873.6,400,202500,250000,20643.9424,8000,91125000,125000000,2966121.644,160000,41006250000,62500000000,426172357.8
540,95000,9,2.5,29.1,20,88.51,1,200,360,410,7200,36289.1,1770.2,400,129600,168100,7834.0201,8000,46656000,68921000,693389.1191,160000,16796160000,28257610000,61371870.93
541,95000,6,2.5,29.1,40,126.57,1,140,600,450,24000,56956.5,5062.8,1600,360000,202500,16019.9649,64000,216000000,91125000,2027646.957,2560000,1.30E+11,41006250000,256639275.4
542,95000,7,2.5,29.1,30,295.1,6,180,450,500,13500,147550,8853,900,202500,250000,87084.01,27000,91125000,125000000,25698491.35,810000,41006250000,62500000000,7583624798
543,95000,7,2.5,29.1,60,202.06,5,100,450,500,27000,101030,12123.6,3600,202500,250000,40828.2436,216000,91125000,125000000,8249754.902,12960000,41006250000,62500000000,1666945475
544,100000,7,2.5,29.1,20,295.43,7,220,405,450,8100,132943.5,5908.6,400,164025,202500,87278.8849,8000,66430125,91125000,25784800.97,160000,26904200625,41006250000,7617603749
545,40000,7,2.5,29.1,60,310.11,1,100,360,410,21600,127145.1,18606.6,3600,129600,168100,96168.2121,216000,46656000,68921000,29822724.25,12960000,16796160000,28257610000,9248325019
546,60000,6,2.5,29.1,40,233.14,3,140,600,450,24000,104913,9325.6,1600,360000,202500,54354.2596,64000,216000000,91125000,12672152.08,2560000,1.30E+11,41006250000,2954385537
547,50000,7,2.5,29.1,50,187.78,3,120,450,500,22500,93890,9389,2500,202500,250000,35261.3284,125000,91125000,125000000,6621372.247,6250000,41006250000,62500000000,1243361281
548,50000,7,2.5,29.1,50,308.1,5,120,285,330,14250,101673,15405,2500,81225,108900,94925.61,125000,23149125,35937000,29246580.44,6250000,6597500625,11859210000,9010871434
549,90000,9,2.5,29.1,20,344.48,4,200,165,210,3300,72340.8,6889.6,400,27225,44100,118666.4704,8000,4492125,9261000,40878225.72,160000,741200625,1944810000,14081731197
550,55000,6,2.5,29.1,40,339.53,0,140,360,410,14400,139207.3,13581.2,1600,129600,168100,115280.6209,64000,46656000,68921000,39141229.21,2560000,16796160000,28257610000,13289621555
551,55000,6,2.5,29.1,40,304.31,1,140,360,410,14400,124767.1,12172.4,1600,129600,168100,92604.5761,64000,46656000,68921000,28180498.55,2560000,16796160000,28257610000,8575607515
552,55000,8,2.5,29.1,40,204.79,3,160,285,330,11400,67580.7,8191.6,1600,81225,108900,41938.9441,64000,23149125,35937000,8588676.362,2560000,6597500625,11859210000,1758875032
553,55000,9,2.5,29.1,20,290.72,6,200,210,260,4200,75587.2,5814.4,400,44100,67600,84518.1184,8000,9261000,17576000,24571107.38,160000,1944810000,4569760000,7143312338
554,55000,7,2.5,29.1,30,132.7,3,180,450,500,13500,66350,3981,900,202500,250000,17609.29,27000,91125000,125000000,2336752.783,810000,41006250000,62500000000,310087094.3
555,55000,6,2.5,29.1,40,121.75,1,140,600,450,24000,54787.5,4870,1600,360000,202500,14823.0625,64000,216000000,91125000,1804707.859,2560000,1.30E+11,41006250000,219723181.9
556,55000,7,2.5,29.1,30,195.01,3,180,360,410,10800,79954.1,5850.3,900,129600,168100,38028.9001,27000,46656000,68921000,7416015.809,810000,16796160000,28257610000,1446197243
557,55000,7,2.5,29.1,50,149.6,0,120,360,410,18000,61336,7480,2500,129600,168100,22380.16,125000,46656000,68921000,3348071.936,6250000,16796160000,28257610000,500871561.6
558,60000,6,2.5,29.1,40,410.67,5,140,285,330,11400,135521.1,16426.8,1600,81225,108900,168649.8489,64000,23149125,35937000,69259433.45,2560000,6597500625,11859210000,28442771534
559,85000,9,2.5,29.1,20,320.65,6,200,165,210,3300,67336.5,6413,400,27225,44100,102816.4225,8000,4492125,9261000,32968085.87,160000,741200625,1944810000,10571216736
560,90000,9,2.5,29.1,20,406.23,9,200,90,140,1800,56872.2,8124.6,400,8100,19600,165022.8129,8000,729000,2744000,67037217.28,160000,65610000,384160000,27232528777
561,100000,7,2.5,29.1,30,546.36,7,180,165,210,4950,114735.6,16390.8,900,27225,44100,298509.2496,27000,4492125,9261000,163093513.6,810000,741200625,1944810000,89107772097
562,55000,6,2.5,29.1,40,60.21,2,140,765,280,30600,16858.8,2408.4,1600,585225,78400,3625.2441,64000,447697125,21952000,218275.9473,2560000,3.42E+11,6146560000,13142394.78
563,65000,8,2.5,29.1,40,73.35,3,160,405,450,16200,33007.5,2934,1600,164025,202500,5380.2225,64000,66430125,91125000,394639.3204,2560000,26904200625,41006250000,28946794.15
564,85000,6,2.5,29.1,40,113.15,6,140,600,450,24000,50917.5,4526,1600,360000,202500,12802.9225,64000,216000000,91125000,1448650.681,2560000,1.30E+11,41006250000,163914824.5
565,105000,7,2.5,29.1,20,81.22,4,200,570,280,11400,22741.6,1624.4,400,324900,78400,6596.6884,8000,185193000,21952000,535783.0318,160000,1.06E+11,6146560000,43516297.85
566,75000,7,2.5,29.1,30,80.75,3,180,570,280,17100,22610,2422.5,900,324900,78400,6520.5625,27000,185193000,21952000,526535.4219,810000,1.06E+11,6146560000,42517735.32
